time_ms,yaw_deg
1784533445248,-20.265583
1784533445253,-20.268232
1784533445258,-20.270868
1784533445263,-20.272734
1784533445268,-20.273397
1784533445273,-20.277803
1784533445278,-20.279016
1784533445283,-20.281704
1784533445288,-20.282349
1784533445293,-20.284311
1784533445298,-20.286163
1784533445303,-20.287657
1784533445308,-20.289419
1784533445313,-20.290817
1784533445318,-20.292435
1784533445323,-20.293413
1784533445328,-20.295717
1784533445333,-20.299454
1784533445338,-20.299349
1784533445343,-20.300766
1784533445348,-20.302990
1784533445353,-20.304426
1784533445358,-20.305605
1784533445363,-20.308041
1784533445368,-20.309780
1784533445373,-20.311428
1784533445378,-20.312708
1784533445383,-20.314161
1784533445388,-20.316580
1784533445393,-20.318293
1784533445398,-20.320517
1784533445403,-20.322081
1784533445408,-20.323746
1784533445413,-20.324524
1784533445418,-20.326473
1784533445423,-20.327950
1784533445428,-20.330788
1784533445433,-20.332752
1784533445438,-20.334349
1784533445443,-20.335745
1784533445448,-20.336754
1784533445453,-20.338459
1784533445458,-20.338764
1784533445463,-20.341459
1784533445468,-20.344049
1784533445473,-20.346247
1784533445478,-20.348072
1784533445483,-20.348995
1784533445488,-20.351486
1784533445493,-20.352619
1784533445498,-20.354050
1784533445503,-20.355299
1784533445508,-20.356312
1784533445513,-20.359131
1784533445518,-20.361494
1784533445523,-20.362480
1784533445528,-20.364323
1784533445534,-20.366184
1784533445538,-20.367783
1784533445543,-20.370144
1784533445549,-20.372915
1784533445553,-20.375290
1784533445558,-20.376696
1784533445563,-20.379530
1784533445568,-20.380951
1784533445573,-20.382208
1784533445578,-20.382002
1784533445583,-20.384247
1784533445588,-20.385300
1784533445593,-20.386816
1784533445598,-20.388250
1784533445603,-20.391190
1784533445608,-20.393778
1784533445613,-20.394432
1784533445618,-20.395229
1784533445623,-20.397041
1784533445628,-20.398050
1784533445633,-20.400034
1784533445638,-20.402977
1784533445643,-20.406240
1784533445648,-20.407873
1784533445653,-20.408600
1784533445658,-20.411045
1784533445663,-20.411354
1784533445668,-20.411158
1784533445673,-20.413677
1784533445678,-20.414808
1784533445683,-20.417196
1784533445688,-20.418833
1784533445693,-20.421223
1784533445698,-20.423477
1784533445703,-20.425894
1784533445708,-20.425859
1784533445713,-20.427441
1784533445718,-20.428740
1784533445723,-20.432407
1784533445728,-20.433472
1784533445733,-20.436556
1784533445738,-20.435431
1784533445743,-20.437525
1784533445748,-20.438879
1784533445753,-20.442310
1784533445758,-20.444887
1784533445763,-20.446302
1784533445768,-20.447720
1784533445773,-20.450340
1784533445778,-20.450834
1784533445783,-20.455139
1784533445788,-20.454714
1784533445793,-20.458027
1784533445798,-20.459366
1784533445803,-20.460823
1784533445808,-20.463566
1784533445813,-20.466007
1784533445818,-20.467628
1784533445823,-20.469156
1784533445828,-20.472012
1784533445833,-20.473595
1784533445838,-20.476267
1784533445843,-20.479174
1784533445848,-20.480396
1784533445853,-20.482378
1784533445858,-20.483984
1784533445863,-20.485405
1784533445868,-20.487230
1784533445873,-20.488956
1784533445878,-20.490181
1784533445883,-20.492208
1784533445888,-20.493435
1784533445893,-20.494116
1784533445898,-20.497852
1784533445903,-20.500450
1784533445908,-20.501270
1784533445913,-20.502790
1784533445918,-20.504389
1784533445923,-20.505775
1784533445928,-20.507444
1784533445933,-20.509071
1784533445938,-20.510550
1784533445943,-20.511877
1784533445948,-20.513214
1784533445953,-20.513435
1784533445958,-20.515202
1784533445963,-20.516199
1784533445968,-20.518349
1784533445973,-20.519653
1784533445978,-20.521708
1784533445983,-20.523058
1784533445988,-20.525364
1784533445993,-20.527143
1784533445998,-20.528456
1784533446003,-20.530989
1784533446008,-20.533468
1784533446013,-20.534878
1784533446018,-20.536598
1784533446023,-20.537531
1784533446028,-20.539051
1784533446033,-20.540539
1784533446038,-20.543207
1784533446043,-20.544128
1784533446048,-20.545584
1784533446053,-20.547857
1784533446058,-20.550280
1784533446063,-20.552309
1784533446068,-20.556623
1784533446073,-20.558897
1784533446078,-20.559275
1784533446083,-20.560131
1784533446088,-20.562140
1784533446093,-20.563179
1784533446098,-20.564749
1784533446103,-20.567301
1784533446108,-20.568491
1784533446113,-20.570353
1784533446118,-20.572853
1784533446123,-20.574110
1784533446128,-20.573523
1784533446133,-20.575840
1784533446138,-20.577396
1784533446143,-20.579596
1784533446148,-20.583303
1784533446153,-20.584837
1784533446158,-20.586784
1784533446163,-20.586708
1784533446168,-20.586632
1784533446173,-20.588144
1784533446178,-20.589621
1784533446183,-20.590933
1784533446188,-20.592289
1784533446193,-20.594833
1784533446198,-20.596504
1784533446203,-20.597815
1784533446208,-20.599981
1784533446213,-20.602474
1784533446218,-20.604145
1784533446223,-20.606926
1784533446228,-20.608660
1784533446233,-20.610573
1784533446238,-20.613113
1784533446243,-20.615589
1784533446248,-20.617903
1784533446253,-20.619558
1784533446258,-20.621874
1784533446263,-20.624008
1784533446268,-20.623781
1784533446273,-20.626089
1784533446278,-20.628363
1784533446283,-20.629383
1784533446288,-20.631554
1784533446293,-20.632078
1784533446298,-20.634365
1784533446303,-20.637928
1784533446308,-20.639153
1784533446313,-20.639360
1784533446318,-20.641411
1784533446323,-20.645479
1784533446328,-20.646463
1784533446333,-20.649666
1784533446338,-20.650730
1784533446343,-20.650658
1784533446348,-20.652828
1784533446353,-20.656212
1784533446358,-20.658297
1784533446363,-20.661289
1784533446368,-20.665039
1784533446373,-20.667044
1784533446378,-20.668503
1784533446383,-20.669762
1784533446388,-20.671541
1784533446393,-20.673532
1784533446398,-20.675846
1784533446403,-20.680149
1784533446408,-20.681198
1784533446413,-20.684231
1784533446418,-20.685156
1784533446423,-20.687004
1784533446428,-20.688135
1784533446433,-20.690434
1784533446438,-20.691933
1784533446443,-20.696938
1784533446448,-20.698965
1784533446453,-20.699585
1784533446458,-20.702152
1784533446463,-20.703417
1784533446468,-20.705013
1784533446473,-20.706144
1784533446478,-20.707577
1784533446483,-20.709015
1784533446488,-20.712467
1784533446493,-20.714712
1784533446498,-20.715830
1784533446503,-20.717680
1784533446508,-20.720366
1784533446513,-20.721478
1784533446518,-20.723215
1784533446523,-20.725426
1784533446528,-20.727451
1784533446533,-20.729307
1784533446538,-20.730539
1784533446543,-20.731941
1784533446548,-20.732914
1784533446553,-20.735336
1784533446558,-20.736805
1784533446563,-20.737406
1784533446568,-20.738869
1784533446573,-20.741003
1784533446578,-20.742849
1784533446583,-20.745384
1784533446588,-20.748123
1784533446593,-20.749100
1784533446598,-20.751202
1784533446603,-20.753614
1784533446608,-20.754862
1784533446613,-20.756325
1784533446618,-20.757074
1784533446623,-20.757576
1784533446628,-20.759441
1784533446633,-20.761879
1784533446638,-20.764130
1784533446643,-20.764107
1784533446648,-20.763948
1784533446653,-20.767000
1784533446658,-20.767288
1784533446663,-20.771036
1784533446668,-20.773375
1784533446673,-20.774649
1784533446678,-20.777132
1784533446683,-20.778687
1784533446688,-20.779028
1784533446693,-20.778788
1784533446698,-20.779480
1784533446703,-20.782417
1784533446708,-20.785013
1784533446713,-20.786472
1784533446718,-20.787172
1784533446723,-20.788074
1784533446728,-20.789862
1784533446733,-20.791462
1784533446738,-20.792194
1784533446743,-20.794622
1784533446748,-20.798035
1784533446753,-20.800291
1784533446758,-20.800362
1784533446763,-20.802193
1784533446768,-20.804108
1784533446773,-20.804333
1784533446778,-20.806238
1784533446783,-20.807840
1784533446788,-20.811049
1784533446793,-20.812126
1784533446798,-20.814911
1784533446803,-20.817156
1784533446808,-20.818981
1784533446813,-20.819965
1784533446818,-20.822674
1784533446823,-20.824583
1784533446828,-20.827772
1784533446833,-20.829519
1784533446838,-20.832100
1784533446843,-20.832985
1784533446848,-20.835047
1784533446853,-20.836426
1784533446858,-20.838146
1784533446863,-20.839407
1784533446868,-20.841545
1784533446873,-20.844549
1784533446878,-20.844589
1784533446883,-20.846706
1784533446888,-20.848782
1784533446893,-20.849609
1784533446898,-20.849598
1784533446903,-20.851803
1784533446908,-20.854437
1784533446913,-20.856810
1784533446918,-20.859604
1784533446923,-20.859810
1784533446928,-20.859980
1784533446934,-20.860031
1784533446938,-20.864302
1784533446943,-20.864567
1784533446949,-20.866573
1784533446953,-20.869301
1784533446958,-20.870399
1784533446963,-20.871458
1784533446968,-20.871683
1784533446973,-20.871656
1784533446978,-20.874985
1784533446983,-20.877335
1784533446988,-20.879595
1784533446993,-20.881359
1784533446998,-20.884970
1784533447003,-20.884079
1784533447008,-20.885965
1784533447013,-20.889326
1784533447018,-20.889786
1784533447023,-20.891903
1784533447028,-20.894772
1784533447033,-20.897087
1784533447038,-20.898064
1784533447043,-20.900940
1784533447048,-20.902660
1784533447053,-20.902506
1784533447058,-20.905037
1784533447063,-20.907600
1784533447068,-20.910679
1784533447073,-20.911270
1784533447078,-20.915094
1784533447083,-20.916611
1784533447088,-20.918293
1784533447093,-20.920086
1784533447098,-20.921507
1784533447103,-20.922812
1784533447108,-20.924610
1784533447113,-20.926643
1784533447118,-20.928928
1784533447123,-20.930870
1784533447128,-20.933088
1784533447133,-20.933311
1784533447138,-20.935093
1784533447143,-20.937971
1784533447148,-20.938637
1784533447153,-20.940300
1784533447158,-20.941790
1784533447163,-20.943808
1784533447168,-20.946192
1784533447173,-20.947832
1784533447178,-20.949106
1784533447183,-20.951553
1784533447188,-20.954132
1784533447193,-20.955347
1784533447198,-20.958355
1784533447203,-20.957993
1784533447208,-20.958628
1784533447213,-20.958866
1784533447218,-20.960745
1784533447223,-20.963324
1784533447228,-20.966330
1784533447233,-20.969259
1784533447238,-20.969704
1784533447243,-20.970778
1784533447248,-20.970118
1784533447253,-20.972557
1784533447258,-20.973412
1784533447263,-20.976093
1784533447268,-20.978004
1784533447273,-20.979322
1784533447278,-20.981482
1784533447283,-20.984015
1784533447288,-20.985634
1784533447293,-20.987158
1784533447298,-20.988396
1784533447303,-20.988415
1784533447308,-20.991541
1784533447313,-20.993471
1784533447318,-20.995142
1784533447323,-20.997269
1784533447328,-20.998825
1784533447333,-20.999826
1784533447338,-21.000622
1784533447343,-21.001877
1784533447348,-21.003035
1784533447353,-21.004850
1784533447358,-21.007637
1784533447363,-21.008839
1784533447368,-21.010864
1784533447373,-21.011551
1784533447378,-21.013645
1784533447383,-21.015177
1784533447388,-21.017118
1784533447393,-21.018354
1784533447398,-21.021044
1784533447403,-21.022213
1784533447408,-21.024092
1784533447413,-21.025209
1784533447418,-21.027060
1784533447423,-21.028711
1784533447428,-21.028999
1784533447433,-21.030670
1784533447438,-21.033773
1784533447443,-21.037237
1784533447448,-21.039162
1784533447453,-21.040089
1784533447458,-21.041309
1784533447463,-21.043951
1784533447468,-21.045729
1784533447473,-21.047815
1784533447478,-21.048809
1784533447483,-21.051167
1784533447488,-21.051603
1784533447493,-21.053499
1784533447498,-21.055822
1784533447503,-21.057020
1784533447508,-21.059811
1784533447513,-21.059855
1784533447518,-21.061007
1784533447523,-21.063499
1784533447528,-21.064919
1784533447533,-21.067545
1784533447538,-21.070303
1784533447543,-21.072083
1784533447548,-21.074644
1784533447553,-21.074823
1784533447558,-21.075012
1784533447563,-21.076368
1784533447568,-21.077816
1784533447573,-21.080080
1784533447578,-21.081285
1784533447583,-21.083828
1784533447588,-21.086113
1784533447593,-21.087502
1784533447598,-21.088404
1784533447603,-21.090076
1784533447608,-21.090054
1784533447613,-21.092381
1784533447618,-21.094862
1784533447623,-21.098513
1784533447628,-21.100065
1784533447633,-21.102654
1784533447638,-21.104124
1784533447643,-21.106499
1784533447648,-21.107561
1784533447653,-21.109638
1784533447658,-21.111244
1784533447663,-21.113255
1784533447668,-21.115448
1784533447673,-21.117102
1784533447678,-21.119236
1784533447683,-21.119295
1784533447688,-21.120987
1784533447693,-21.123310
1784533447698,-21.126404
1784533447703,-21.127159
1784533447708,-21.129997
1784533447713,-21.132219
1784533447718,-21.133797
1784533447723,-21.134960
1784533447728,-21.136587
1784533447733,-21.136930
1784533447738,-21.139170
1784533447743,-21.140734
1784533447748,-21.142992
1784533447753,-21.144844
1784533447758,-21.146280
1784533447763,-21.147453
1784533447768,-21.149975
1784533447773,-21.151287
1784533447778,-21.153494
1784533447783,-21.154654
1784533447788,-21.156876
1784533447793,-21.159077
1784533447798,-21.159889
1784533447803,-21.162127
1784533447808,-21.163576
1784533447813,-21.164684
1784533447818,-21.166265
1784533447823,-21.167826
1784533447828,-21.169315
1784533447833,-21.170380
1784533447838,-21.172152
1784533447843,-21.173443
1784533447848,-21.175381
1784533447853,-21.176123
1784533447858,-21.176668
1784533447863,-21.178471
1784533447868,-21.179649
1784533447873,-21.180826
1784533447878,-21.182329
1784533447883,-21.182856
1784533447888,-21.184914
1784533447893,-21.185764
1784533447898,-21.187071
1784533447903,-21.188671
1784533447908,-21.191298
1784533447913,-21.193316
1784533447918,-21.194948
1784533447923,-21.197142
1784533447928,-21.198473
1784533447933,-21.200043
1784533447938,-21.200474
1784533447943,-21.203850
1784533447948,-21.204876
1784533447953,-21.207588
1784533447958,-21.209227
1784533447963,-21.211039
1784533447968,-21.213396
1784533447973,-21.214098
1784533447978,-21.213617
1784533447983,-21.216602
1784533447988,-21.219193
1784533447993,-21.220221
1784533447998,-21.220028
1784533448003,-21.221661
1784533448008,-21.223488
1784533448013,-21.226448
1784533448018,-21.227114
1784533448023,-21.229164
1784533448028,-21.230892
1784533448033,-21.233143
1784533448038,-21.234858
1784533448043,-21.235804
1784533448048,-21.237141
1784533448053,-21.238766
1784533448058,-21.240742
1784533448063,-21.243761
1784533448068,-21.246058
1784533448073,-21.248047
1784533448078,-21.249660
1784533448083,-21.251436
1784533448088,-21.253149
1784533448093,-21.254871
1784533448098,-21.255314
1784533448103,-21.258394
1784533448108,-21.260027
1784533448113,-21.260908
1784533448118,-21.264408
1784533448123,-21.266104
1784533448128,-21.265961
1784533448133,-21.267096
1784533448138,-21.269306
1784533448143,-21.271118
1784533448148,-21.273321
1784533448153,-21.274437
1784533448158,-21.276974
1784533448163,-21.278381
1784533448168,-21.280741
1784533448173,-21.282959
1784533448178,-21.283657
1784533448183,-21.285927
1784533448188,-21.287800
1784533448193,-21.287807
1784533448198,-21.290102
1784533448203,-21.292574
1784533448208,-21.295418
1784533448213,-21.296515
1784533448218,-21.298622
1784533448223,-21.300602
1784533448228,-21.302286
1784533448233,-21.304436
1784533448238,-21.304985
1784533448243,-21.306612
1784533448248,-21.308882
1784533448253,-21.310648
1784533448258,-21.312986
1784533448263,-21.316050
1784533448268,-21.318657
1784533448273,-21.319992
1784533448278,-21.321163
1784533448283,-21.323095
1784533448288,-21.324924
1784533448293,-21.326176
1784533448298,-21.328112
1784533448303,-21.330196
1784533448308,-21.331657
1784533448313,-21.332827
1784533448318,-21.334084
1784533448323,-21.336565
1784533448328,-21.338051
1784533448333,-21.340487
1784533448338,-21.341967
1784533448343,-21.342806
1784533448348,-21.344246
1784533448353,-21.346945
1784533448358,-21.348616
1784533448363,-21.350868
1784533448368,-21.352552
1784533448373,-21.354782
1784533448378,-21.355124
1784533448383,-21.356438
1784533448388,-21.358376
1784533448393,-21.360823
1784533448398,-21.362019
1784533448403,-21.363634
1784533448408,-21.365610
1784533448413,-21.366373
1784533448418,-21.366854
1784533448423,-21.368715
1784533448428,-21.369978
1784533448433,-21.371784
1784533448438,-21.374149
1784533448443,-21.374620
1784533448448,-21.377298
1784533448453,-21.377460
1784533448458,-21.380239
1784533448463,-21.382755
1784533448468,-21.385193
1784533448473,-21.385437
1784533448478,-21.386345
1784533448483,-21.387814
1784533448488,-21.389130
1784533448493,-21.391361
1784533448498,-21.392931
1784533448503,-21.394373
1784533448508,-21.396389
1784533448513,-21.398224
1784533448518,-21.399395
1784533448523,-21.401274
1784533448528,-21.401571
1784533448533,-21.402416
1784533448538,-21.403645
1784533448543,-21.405897
1784533448548,-21.407234
1784533448553,-21.409689
1784533448558,-21.411131
1784533448563,-21.411764
1784533448568,-21.414274
1784533448573,-21.416895
1784533448578,-21.418430
1784533448583,-21.419922
1784533448588,-21.421789
1784533448593,-21.424589
1784533448598,-21.426483
1784533448603,-21.428535
1784533448608,-21.429672
1784533448613,-21.431662
1784533448618,-21.435432
1784533448623,-21.435940
1784533448628,-21.437881
1784533448633,-21.439854
1784533448638,-21.441828
1784533448643,-21.443254
1784533448648,-21.444935
1784533448653,-21.446564
1784533448658,-21.448364
1784533448663,-21.450737
1784533448668,-21.451456
1784533448673,-21.453669
1784533448678,-21.455206
1784533448683,-21.456690
1784533448688,-21.457447
1784533448693,-21.460716
1784533448698,-21.462135
1784533448703,-21.463701
1784533448708,-21.464664
1784533448713,-21.467293
1784533448718,-21.468868
1784533448723,-21.471075
1784533448728,-21.472380
1784533448733,-21.473780
1784533448738,-21.476608
1784533448743,-21.478434
1784533448748,-21.480684
1784533448753,-21.481846
1784533448758,-21.482500
1784533448763,-21.485579
1784533448768,-21.488205
1784533448773,-21.489197
1784533448778,-21.491325
1784533448783,-21.493114
1784533448788,-21.494701
1784533448793,-21.495993
1784533448798,-21.498993
1784533448803,-21.500261
1784533448808,-21.501781
1784533448813,-21.505249
1784533448818,-21.506123
1784533448823,-21.507977
1784533448828,-21.510580
1784533448833,-21.511772
1784533448838,-21.512035
1784533448843,-21.513851
1784533448848,-21.517200
1784533448853,-21.520006
1784533448858,-21.521492
1784533448863,-21.523104
1784533448868,-21.522800
1784533448873,-21.523983
1784533448878,-21.525921
1784533448883,-21.526739
1784533448888,-21.528791
1784533448893,-21.530230
1784533448898,-21.532656
1784533448903,-21.534351
1784533448908,-21.536081
1784533448913,-21.537230
1784533448918,-21.538027
1784533448923,-21.540615
1784533448928,-21.542957
1784533448933,-21.544376
1784533448938,-21.546364
1784533448943,-21.549047
1784533448948,-21.551588
1784533448953,-21.551373
1784533448958,-21.554373
1784533448963,-21.555069
1784533448968,-21.556686
1784533448973,-21.558569
1784533448978,-21.561857
1784533448983,-21.562481
1784533448988,-21.563650
1784533448993,-21.565783
1784533448998,-21.567461
1784533449003,-21.569147
1784533449008,-21.572027
1784533449013,-21.572521
1784533449018,-21.573524
1784533449023,-21.576221
1784533449028,-21.576567
1784533449033,-21.579073
1784533449038,-21.579866
1784533449043,-21.582102
1784533449048,-21.585758
1784533449053,-21.587662
1784533449058,-21.588648
1784533449063,-21.586857
1784533449068,-21.588457
1784533449073,-21.591688
1784533449078,-21.593931
1784533449083,-21.594364
1784533449088,-21.597948
1784533449093,-21.597858
1784533449098,-21.599854
1784533449103,-21.600693
1784533449108,-21.600763
1784533449113,-21.601261
1784533449118,-21.604183
1784533449123,-21.606091
1784533449128,-21.609001
1784533449133,-21.610981
1784533449138,-21.614094
1784533449143,-21.614925
1784533449148,-21.616730
1784533449153,-21.619011
1784533449158,-21.619209
1784533449163,-21.621777
1784533449168,-21.623249
1784533449173,-21.626492
1784533449178,-21.627472
1784533449183,-21.630287
1784533449188,-21.632641
1784533449193,-21.631365
1784533449198,-21.632977
1784533449203,-21.634575
1784533449208,-21.635260
1784533449213,-21.638350
1784533449218,-21.639147
1784533449223,-21.641003
1784533449228,-21.643381
1784533449233,-21.645468
1784533449238,-21.645288
1784533449243,-21.647779
1784533449248,-21.650539
1784533449253,-21.651224
1784533449258,-21.654007
1784533449263,-21.655561
1784533449268,-21.657133
1784533449273,-21.658268
1784533449278,-21.660172
1784533449283,-21.661844
1784533449288,-21.664356
1784533449293,-21.666922
1784533449298,-21.667185
1784533449303,-21.669132
1784533449308,-21.670671
1784533449313,-21.672043
1784533449318,-21.672531
1784533449323,-21.675634
1784533449328,-21.678810
1784533449333,-21.680038
1784533449338,-21.681993
1784533449343,-21.684122
1784533449348,-21.685621
1784533449353,-21.687008
1784533449358,-21.688698
1784533449363,-21.689489
1784533449368,-21.691000
1784533449373,-21.693546
1784533449378,-21.695135
1784533449383,-21.696953
1784533449388,-21.699528
1784533449393,-21.701370
1784533449398,-21.702511
1784533449403,-21.703985
1784533449408,-21.706125
1784533449413,-21.707794
1784533449418,-21.711653
1784533449423,-21.714502
1784533449428,-21.714722
1784533449433,-21.716438
1784533449438,-21.719162
1784533449443,-21.720987
1784533449448,-21.723047
1784533449453,-21.725546
1784533449458,-21.728167
1784533449463,-21.730459
1784533449468,-21.733358
1784533449473,-21.734182
1784533449478,-21.736437
1784533449483,-21.738249
1784533449488,-21.739183
1784533449493,-21.741056
1784533449498,-21.744234
1784533449503,-21.745298
1784533449508,-21.747213
1784533449513,-21.747629
1784533449518,-21.747965
1784533449523,-21.747766
1784533449528,-21.750525
1784533449533,-21.752014
1784533449538,-21.754354
1784533449543,-21.755596
1784533449548,-21.756945
1784533449553,-21.759169
1784533449558,-21.760750
1784533449563,-21.762880
1784533449568,-21.763288
1784533449573,-21.766113
1784533449578,-21.768984
1784533449583,-21.771084
1784533449588,-21.772747
1784533449593,-21.774969
1784533449598,-21.775745
1784533449603,-21.778055
1784533449608,-21.779024
1784533449613,-21.781054
1784533449618,-21.782869
1784533449623,-21.785233
1784533449628,-21.788319
1784533449633,-21.790956
1784533449638,-21.792488
1784533449643,-21.794024
1784533449648,-21.796410
1784533449653,-21.798315
1784533449658,-21.800371
1784533449663,-21.802681
1784533449668,-21.805429
1784533449673,-21.807899
1784533449678,-21.809372
1784533449683,-21.811031
1784533449688,-21.812786
1784533449693,-21.814072
1784533449698,-21.816792
1784533449703,-21.818563
1784533449708,-21.821859
1784533449713,-21.823833
1784533449718,-21.824078
1784533449723,-21.826035
1784533449728,-21.827013
1784533449733,-21.827442
1784533449738,-21.829865
1784533449743,-21.831333
1784533449748,-21.834564
1784533449753,-21.836298
1784533449758,-21.837185
1784533449763,-21.838118
1784533449769,-21.840151
1784533449773,-21.839537
1784533449779,-21.841209
1784533449784,-21.843964
1784533449788,-21.844885
1784533449794,-21.846306
1784533449798,-21.849630
1784533449803,-21.850485
1784533449808,-21.853264
1784533449813,-21.855146
1784533449818,-21.858032
1784533449823,-21.859365
1784533449828,-21.861044
1784533449833,-21.862854
1784533449838,-21.864197
1784533449843,-21.866917
1784533449848,-21.868086
1784533449853,-21.870167
1784533449858,-21.871887
1784533449863,-21.874020
1784533449868,-21.874630
1784533449873,-21.874451
1784533449878,-21.877623
1784533449883,-21.879776
1784533449888,-21.881090
1784533449893,-21.882498
1784533449898,-21.884436
1784533449903,-21.886038
1784533449908,-21.889883
1784533449913,-21.890743
1784533449918,-21.891819
1784533449923,-21.895147
1784533449928,-21.895432
1784533449933,-21.897593
1784533449938,-21.900394
1784533449943,-21.901529
1784533449948,-21.903528
1784533449953,-21.904984
1784533449958,-21.905977
1784533449963,-21.908445
1784533449968,-21.910097
1784533449973,-21.911798
1784533449978,-21.913588
1784533449983,-21.917164
1784533449988,-21.918846
1784533449993,-21.918362
1784533449998,-21.920334
1784533450003,-21.922174
1784533450008,-21.925371
1784533450013,-21.928219
1784533450018,-21.930466
1784533450023,-21.930750
1784533450028,-21.932364
1784533450033,-21.933905
1784533450038,-21.934824
1784533450043,-21.936640
1784533450048,-21.938730
1784533450053,-21.939959
1784533450058,-21.941639
1784533450063,-21.944597
1784533450068,-21.945290
1784533450073,-21.946878
1784533450078,-21.948257
1784533450083,-21.950190
1784533450088,-21.952862
1784533450093,-21.956417
1784533450098,-21.957710
1784533450103,-21.959389
1784533450108,-21.960943
1784533450113,-21.963228
1784533450118,-21.965403
1784533450123,-21.967749
1784533450128,-21.969669
1784533450133,-21.971214
1784533450138,-21.973635
1784533450143,-21.976671
1784533450148,-21.979465
1784533450153,-21.980585
1784533450158,-21.982292
1784533450163,-21.983379
1784533450168,-21.984537
1784533450173,-21.986204
1784533450178,-21.988533
1784533450183,-21.990154
1784533450188,-21.992355
1784533450193,-21.993198
1784533450198,-21.992855
1784533450203,-21.995724
1784533450208,-21.998354
1784533450213,-21.999296
1784533450218,-22.002491
1784533450223,-22.003689
1784533450228,-22.002981
1784533450233,-22.005064
1784533450238,-22.005520
1784533450243,-22.006815
1784533450248,-22.010378
1784533450253,-22.011152
1784533450258,-22.012426
1784533450263,-22.014027
1784533450268,-22.013981
1784533450273,-22.016479
1784533450278,-22.018288
1784533450283,-22.021994
1784533450288,-22.023233
1784533450293,-22.022404
1784533450298,-22.024141
1784533450303,-22.025297
1784533450308,-22.026598
1784533450313,-22.029188
1784533450318,-22.031015
1784533450323,-22.035877
1784533450328,-22.036461
1784533450333,-22.038734
1784533450338,-22.040091
1784533450343,-22.040136
1784533450348,-22.042416
1784533450353,-22.043867
1784533450358,-22.045696
1784533450363,-22.048038
1784533450368,-22.049454
1784533450373,-22.051777
1784533450378,-22.051998
1784533450383,-22.053917
1784533450388,-22.054602
1784533450393,-22.055908
1784533450398,-22.057894
1784533450403,-22.059948
1784533450408,-22.062023
1784533450413,-22.064428
1784533450418,-22.066584
1784533450423,-22.065952
1784533450428,-22.066353
1784533450433,-22.068874
1784533450438,-22.070532
1784533450443,-22.073723
1784533450448,-22.075617
1784533450453,-22.078512
1784533450458,-22.079710
1784533450463,-22.082806
1784533450468,-22.084129
1784533450473,-22.085703
1784533450478,-22.088123
1784533450483,-22.090446
1784533450488,-22.093206
1784533450493,-22.094019
1784533450498,-22.097466
1784533450503,-22.098972
1784533450508,-22.099134
1784533450513,-22.100773
1784533450518,-22.102865
1784533450523,-22.104645
1784533450528,-22.107372
1784533450533,-22.109217
1784533450538,-22.111124
1784533450543,-22.114277
1784533450548,-22.116108
1784533450553,-22.117512
1784533450558,-22.117481
1784533450563,-22.116673
1784533450568,-22.118761
1784533450573,-22.122211
1784533450578,-22.124247
1784533450583,-22.126814
1784533450588,-22.130169
1784533450593,-22.131315
1784533450598,-22.132427
1784533450603,-22.134789
1784533450608,-22.135447
1784533450613,-22.136658
1784533450618,-22.138783
1784533450623,-22.140490
1784533450628,-22.141771
1784533450633,-22.144897
1784533450638,-22.147034
1784533450643,-22.147881
1784533450648,-22.147917
1784533450653,-22.148651
1784533450658,-22.150669
1784533450663,-22.152300
1784533450668,-22.154102
1784533450673,-22.154850
1784533450678,-22.157854
1784533450683,-22.160553
1784533450688,-22.160526
1784533450693,-22.161745
1784533450698,-22.162436
1784533450703,-22.163992
1784533450708,-22.165564
1784533450713,-22.169113
1784533450718,-22.169575
1784533450723,-22.173124
1784533450728,-22.174618
1784533450733,-22.174839
1784533450738,-22.177551
1784533450743,-22.178802
1784533450748,-22.181782
1784533450753,-22.183052
1784533450758,-22.185452
1784533450763,-22.185688
1784533450768,-22.187641
1784533450773,-22.190001
1784533450778,-22.189997
1784533450783,-22.191902
1784533450788,-22.193319
1784533450793,-22.195446
1784533450798,-22.196234
1784533450803,-22.198210
1784533450808,-22.198650
1784533450813,-22.200642
1784533450818,-22.202780
1784533450823,-22.203127
1784533450828,-22.206629
1784533450833,-22.210777
1784533450838,-22.211300
1784533450843,-22.213091
1784533450848,-22.214594
1784533450853,-22.217443
1784533450858,-22.218979
1784533450863,-22.218969
1784533450868,-22.222317
1784533450873,-22.223997
1784533450878,-22.225803
1784533450883,-22.229345
1784533450888,-22.230541
1784533450893,-22.233675
1784533450898,-22.234707
1784533450903,-22.235130
1784533450908,-22.239256
1784533450913,-22.240608
1784533450918,-22.241199
1784533450923,-22.242855
1784533450928,-22.244366
1784533450933,-22.246603
1784533450938,-22.248426
1784533450943,-22.249901
1784533450948,-22.250343
1784533450953,-22.252216
1784533450958,-22.253241
1784533450963,-22.255919
1784533450968,-22.257095
1784533450973,-22.259916
1784533450978,-22.260450
1784533450983,-22.262222
1784533450988,-22.263575
1784533450993,-22.264280
1784533450998,-22.268202
1784533451003,-22.269238
1784533451008,-22.270912
1784533451013,-22.271887
1784533451018,-22.274124
1784533451023,-22.274906
1784533451028,-22.278427
1784533451033,-22.279030
1784533451038,-22.280378
1784533451043,-22.281181
1784533451048,-22.281437
1784533451053,-22.283197
1784533451058,-22.286125
1784533451063,-22.288357
1784533451068,-22.289530
