time_ms,has_target,X_cam,Y_cam,Z_cam
1784614274930,1,0.649000,-0.050748,0.006241
1784614274965,1,0.653000,-0.054305,0.006280
1784614274998,1,0.655000,-0.055013,0.005755
1784614275031,1,0.655000,-0.053929,0.004668
1784614275065,1,0.658000,-0.052542,0.004143
1784614275098,1,0.661000,-0.046762,0.004711
1784614275132,1,0.662000,-0.041352,0.003619
1784614275167,1,0.665000,-0.031080,0.004187
1784614275198,1,0.667000,-0.021786,0.004754
1784614275233,1,0.666000,-0.012932,0.006957
1784614275266,1,0.668000,-0.002464,0.008641
1784614275299,1,0.665000,0.005805,0.009155
1784614275333,1,0.665000,0.012962,0.011914
1784614275366,1,0.660000,0.020513,0.012920
1784614275400,1,0.658000,0.024809,0.015065
1784614275434,1,0.653000,0.032729,0.015493
1784614275468,1,0.649000,0.040051,0.016475
1784614275501,1,0.644000,0.044540,0.015814
1784614275535,1,0.640000,0.048502,0.015715
1784614275568,1,0.638000,0.052048,0.016196
1784614275602,1,0.636000,0.053464,0.015617
1784614275636,1,0.635000,0.051803,0.014012
1784614275669,1,0.636000,0.050305,0.012450
1784614275703,1,0.639000,0.043665,0.010918
1784614275737,1,0.642000,0.035367,0.008838
1784614275771,1,0.648000,0.029796,0.009458
1784614275805,1,0.652000,0.022963,0.008976
1784614275838,1,0.655000,0.019273,0.007386
1784614275871,1,0.659000,0.017755,0.007978
1784614275905,1,0.662000,0.017835,0.006916
1784614275939,1,0.667000,0.024044,0.007521
1784614275972,1,0.670000,0.031917,0.007555
1784614276005,1,0.672000,0.041470,0.007020
1784614276040,1,0.671000,0.050851,0.006453
1784614276073,1,0.673000,0.058803,0.005355
1784614276107,1,0.673000,0.062146,0.004238
1784614276140,1,0.677000,0.061394,0.004263
1784614276174,1,0.677000,0.056350,0.001454
1784614276206,1,0.683000,0.049499,0.002033
1784614276241,1,0.687000,0.036708,0.001475
1784614276274,1,0.688000,0.021953,0.000335
1784614276307,1,0.691000,0.006032,0.000337
1784614276341,1,0.692000,-0.011146,0.000337
1784614276374,1,0.692000,-0.023749,-0.000811
1784614276409,1,0.695000,-0.030756,0.000339
1784614276442,1,0.698000,-0.031466,0.000920
1784614276476,1,0.696000,-0.025614,-0.001394
1784614276511,1,0.697000,-0.018150,-0.001974
1784614276544,1,0.699000,-0.010680,-0.000239
1784614276577,1,0.700000,-0.004900,0.000922
1784614276610,1,0.699000,-0.000264,0.000921
1784614276644,1,0.697000,-0.002571,0.000918
1784614276678,1,0.695000,-0.007166,0.000916
1784614276711,1,0.693000,-0.015178,0.003213
1784614276745,1,0.692000,-0.025467,0.004357
1784614276779,1,0.687000,-0.036089,0.004896
1784614276813,1,0.685000,-0.047893,0.005450
1784614276846,1,0.681000,-0.056633,0.006549
1784614276879,1,0.678000,-0.063119,0.008771
1784614276914,1,0.672000,-0.067567,0.010366
1784614276947,1,0.668000,-0.066612,0.014185
1784614276980,1,0.660000,-0.059258,0.014015
1784614277013,1,0.655000,-0.048506,0.015540
1784614277047,1,0.650000,-0.031993,0.017579
1784614277079,1,0.642000,-0.013529,0.017363
1784614277114,1,0.637000,0.005033,0.018814
1784614277147,1,0.628000,0.022118,0.015942
1784614277181,1,0.623000,0.035352,0.016849
1784614277215,1,0.619000,0.041274,0.015713
1784614277248,1,0.618000,0.042230,0.015688
1784614277282,1,0.618000,0.036091,0.014662
1784614277315,1,0.618000,0.025347,0.013124
1784614277348,1,0.616000,0.014556,0.010525
1784614277383,1,0.616000,0.003847,0.007969
1784614277416,1,0.617000,-0.006873,0.005421
1784614277451,1,0.616000,-0.016551,0.002856
1784614277483,1,0.616000,-0.023690,0.002856
1784614277518,1,0.617000,-0.029347,0.004397
1784614277551,1,0.620000,-0.031030,0.004933
1784614277585,1,0.621000,-0.029023,0.003910
1784614277619,1,0.622000,-0.026496,0.003400
1784614277652,1,0.625000,-0.022484,0.003417
1784614277686,1,0.626000,-0.018374,0.003422
1784614277719,1,0.628000,-0.012194,0.003433
1784614277753,1,0.631000,-0.004939,0.002402
1784614277787,1,0.635000,0.002915,0.002945
1784614277821,1,0.637000,0.008724,0.003482
1784614277854,1,0.638000,0.009794,0.003488
1784614277888,1,0.640000,0.008766,0.003499
1784614277921,1,0.642000,0.005604,0.004575
1784614277955,1,0.643000,0.002419,0.004583
1784614277989,1,0.647000,0.000827,0.006222
1784614278022,1,0.649000,-0.000245,0.006241
1784614278055,1,0.649000,0.000830,0.006241
1784614278089,1,0.649000,0.000830,0.005164
1784614278123,1,0.649000,-0.000782,0.004625
1784614278156,1,0.649000,-0.000245,0.004087
1784614278190,1,0.649000,-0.000782,0.003548
1784614278224,1,0.651000,0.000832,0.004099
1784614278257,1,0.651000,0.000832,0.004099
1784614278290,1,0.650000,0.001907,0.004093
1784614278324,1,0.648000,0.002438,0.003543
1784614278357,1,0.648000,0.002438,0.003543
1784614278392,1,0.647000,0.002434,0.002463
1784614278426,1,0.647000,0.003505,0.002463
1784614278459,1,0.647000,0.004576,0.001389
1784614278493,1,0.646000,0.005104,0.001923
1784614278526,1,0.645000,0.004562,0.002456
1784614278560,1,0.645000,0.006164,0.001920
1784614278593,1,0.647000,0.005648,0.003537
1784614278626,1,0.645000,0.005096,0.002991
1784614278660,1,0.645000,0.005630,0.002456
1784614278694,1,0.647000,0.005112,0.003000
1784614278728,1,0.646000,0.005639,0.003532
1784614278761,1,0.644000,0.004555,0.002452
1784614278795,1,0.643000,0.004548,0.001381
1784614278829,1,0.645000,0.005096,0.001920
1784614278862,1,0.644000,0.003489,0.001383
1784614278896,1,0.644000,0.004022,0.000848
1784614278930,1,0.644000,0.004022,0.000848
1784614278964,1,0.645000,0.003494,0.002456
1784614278997,1,0.644000,0.003489,0.001383
1784614279030,1,0.644000,0.003489,0.001383
1784614279063,1,0.644000,0.003489,0.001383
1784614279097,1,0.645000,0.003494,0.002456
1784614279131,1,0.645000,0.002426,0.002456
1784614279165,1,0.645000,0.002960,0.001920
1784614279198,1,0.646000,0.002430,0.002459
1784614279232,1,0.647000,0.001898,0.003000
1784614279265,1,0.646000,0.002430,0.002459
1784614279299,1,0.648000,0.001901,0.003005
1784614279332,1,0.647000,0.001898,0.003000
1784614279366,1,0.647000,0.001363,0.003537
1784614279399,1,0.647000,0.001363,0.004611
1784614279432,1,0.647000,0.000292,0.004611
1784614279466,1,0.648000,-0.001317,0.005156
1784614279501,1,0.648000,-0.003463,0.005156
1784614279534,1,0.645000,-0.005049,0.005667
1784614279567,1,0.645000,-0.006117,0.004597
1784614279601,1,0.643000,-0.008759,0.002982
1784614279635,1,0.644000,-0.009306,0.004590
1784614279669,1,0.645000,-0.011990,0.005132
1784614279701,1,0.642000,-0.012466,0.002444
1784614279735,1,0.644000,-0.015704,0.003521
1784614279770,1,0.645000,-0.017864,0.004597
1784614279803,1,0.645000,-0.018932,0.003526
1784614279837,1,0.646000,-0.021635,0.002996
1784614279871,1,0.645000,-0.023204,0.003526
1784614279904,1,0.648000,-0.024384,0.003543
1784614279937,1,0.650000,-0.024460,0.003554
1784614279971,1,0.650000,-0.026074,0.003014
1784614280004,1,0.652000,-0.026154,0.003023
1784614280038,1,0.652000,-0.025614,0.003564
1784614280072,1,0.653000,-0.024032,0.003028
1784614280105,1,0.654000,-0.024069,0.004118
1784614280138,1,0.653000,-0.022410,0.003570
1784614280173,1,0.654000,-0.020820,0.003033
1784614280206,1,0.654000,-0.019196,0.002490
1784614280239,1,0.654000,-0.017030,0.002490
1784614280274,1,0.656000,-0.015453,0.003042
1784614280308,1,0.656000,-0.015453,0.003042
1784614280342,1,0.657000,-0.013845,0.002501
1784614280374,1,0.658000,-0.011687,0.002505
1784614280408,1,0.658000,-0.011687,0.002505
1784614280441,1,0.662000,-0.011210,0.004169
1784614280475,1,0.665000,-0.009610,0.005843
1784614280508,1,0.667000,-0.010191,0.006414
1784614280541,1,0.668000,-0.007441,0.008087
1784614280575,1,0.670000,-0.005245,0.009223
1784614280608,1,0.670000,-0.004135,0.009223
1784614280643,1,0.671000,-0.004142,0.012578
1784614280675,1,0.669000,-0.003575,0.013096
1784614280709,1,0.666000,-0.004111,0.013590
1784614280743,1,0.662000,-0.005182,0.013508
1784614280776,1,0.657000,-0.006231,0.013406
1784614280809,1,0.653000,-0.009977,0.013867
1784614280843,1,0.646000,-0.011474,0.013182
1784614280878,1,0.643000,-0.015147,0.013654
1784614280913,1,0.636000,-0.018141,0.013506
1784614280945,1,0.632000,-0.021166,0.014470
1784614280978,1,0.626000,-0.025111,0.014332
1784614281011,1,0.622000,-0.027010,0.015273
1784614281045,1,0.616000,-0.031339,0.014615
1784614281079,1,0.613000,-0.034739,0.014035
1784614281112,1,0.610000,-0.037094,0.013460
1784614281146,1,0.609000,-0.037537,0.011922
1784614281180,1,0.607000,-0.037917,0.010371
1784614281213,1,0.605000,-0.036289,0.008831
1784614281247,1,0.606000,-0.032336,0.008845
1784614281281,1,0.608000,-0.027409,0.008874
1784614281315,1,0.607000,-0.020832,0.008356
1784614281348,1,0.607000,-0.013797,0.007349
1784614281382,1,0.609000,-0.008800,0.007373
1784614281415,1,0.610000,-0.007805,0.007385
1784614281449,1,0.613000,-0.008351,0.006912
1784614281481,1,0.612000,-0.013910,0.005377
1784614281515,1,0.614000,-0.019039,0.005395
1784614281549,1,0.616000,-0.024710,0.004901
1784614281583,1,0.618000,-0.029395,0.005430
1784614281616,1,0.619000,-0.033542,0.005439
1784614281650,1,0.623000,-0.035822,0.006508
1784614281684,1,0.625000,-0.038524,0.006010
1784614281717,1,0.625000,-0.041111,0.005492
1784614281751,1,0.627000,-0.044876,0.006030
1784614281784,1,0.627000,-0.046433,0.006550
1784614281818,1,0.630000,-0.045090,0.006058
1784614281852,1,0.630000,-0.045090,0.006058
1784614281885,1,0.632000,-0.040001,0.005029
1784614281919,1,0.632000,-0.035293,0.004504
1784614281953,1,0.634000,-0.029631,0.003992
1784614281987,1,0.636000,-0.026565,0.005060
1784614282021,1,0.638000,-0.022424,0.005076
1784614282054,1,0.638000,-0.021367,0.004017
1784614282087,1,0.642000,-0.022564,0.004043
1784614282122,1,0.642000,-0.026816,0.002977
1784614282156,1,0.644000,-0.032231,0.004055
1784614282189,1,0.645000,-0.038154,0.003526
1784614282223,1,0.647000,-0.044165,0.004074
1784614282255,1,0.647000,-0.047914,0.003537
1784614282289,1,0.649000,-0.051823,0.003009
1784614282322,1,0.648000,-0.053889,0.001929
1784614282356,1,0.650000,-0.054593,0.002475
1784614282391,1,0.651000,-0.053599,0.002478
1784614282424,1,0.654000,-0.050056,0.003033
1784614282457,1,0.653000,-0.044574,0.001944
1784614282492,1,0.655000,-0.038746,0.001406
1784614282525,1,0.656000,-0.030116,0.001409
1784614282559,1,0.657000,-0.022547,0.001411
1784614282592,1,0.658000,-0.017679,0.000867
1784614282626,1,0.659000,-0.016615,0.000868
1784614282659,1,0.660000,-0.018826,0.001965
1784614282693,1,0.662000,-0.025459,0.000872
1784614282727,1,0.662000,-0.032584,0.001422
1784614282760,1,0.662000,-0.039160,0.001422
1784614282793,1,0.663000,-0.044708,0.001424
1784614282827,1,0.666000,-0.046564,0.001983
1784614282861,1,0.665000,-0.051449,0.001428
1784614282895,1,0.667000,-0.054917,0.002539
1784614282929,1,0.668000,-0.055552,0.003098
1784614282963,1,0.668000,-0.057211,0.002543
1784614282997,1,0.670000,-0.054609,0.003107
1784614283030,1,0.671000,-0.050247,0.003111
1784614283063,1,0.670000,-0.044625,0.001995
1784614283097,1,0.671000,-0.037471,0.002555
1784614283131,1,0.671000,-0.030805,0.002555
1784614283164,1,0.673000,-0.026439,0.003679
1784614283198,1,0.675000,-0.023724,0.004250
1784614283232,1,0.673000,-0.021425,0.003121
1784614283266,1,0.673000,-0.020311,0.003121
1784614283298,1,0.673000,-0.020311,0.003121
1784614283332,1,0.673000,-0.025325,0.003679
1784614283367,1,0.671000,-0.028583,0.003668
1784614283400,1,0.671000,-0.032471,0.004225
1784614283434,1,0.670000,-0.032423,0.004219
1784614283468,1,0.668000,-0.031773,0.003652
1784614283499,1,0.667000,-0.031173,0.003093
1784614283533,1,0.668000,-0.030114,0.004206
1784614283567,1,0.668000,-0.029008,0.004206
1784614283600,1,0.666000,-0.028370,0.005852
1784614283635,1,0.663000,-0.028242,0.006926
1784614283669,1,0.662000,-0.027651,0.007465
1784614283701,1,0.660000,-0.028661,0.008538
1784614283734,1,0.654000,-0.031107,0.009003
1784614283769,1,0.649000,-0.032481,0.009473
1784614283802,1,0.643000,-0.032713,0.009919
1784614283835,1,0.636000,-0.034463,0.008755
1784614283870,1,0.630000,-0.035703,0.009196
1784614283903,1,0.624000,-0.034329,0.010144
1784614283935,1,0.617000,-0.033944,0.010030
1784614283970,1,0.608000,-0.031939,0.008370
1784614284003,1,0.603000,-0.028681,0.010303
1784614284036,1,0.597000,-0.024442,0.009209
1784614284071,1,0.593000,-0.020351,0.008163
1784614284104,1,0.591000,-0.016858,0.007645
1784614284138,1,0.588000,-0.014825,0.007607
1784614284172,1,0.588000,-0.009957,0.007607
1784614284204,1,0.588000,-0.007523,0.008095
1784614284238,1,0.588000,-0.001682,0.009070
1784614284272,1,0.588000,0.001725,0.008582
1784614284306,1,0.588000,0.007080,0.009070
1784614284339,1,0.588000,0.010974,0.009070
1784614284374,1,0.587000,0.016787,0.008081
1784614284406,1,0.588000,0.021683,0.009070
1784614284439,1,0.588000,0.026064,0.009558
1784614284474,1,0.590000,0.028595,0.010081
1784614284507,1,0.589000,0.030009,0.010552
1784614284541,1,0.588000,0.028011,0.010534
1784614284576,1,0.589000,0.025133,0.011530
1784614284607,1,0.589000,0.023670,0.012997
1784614284641,1,0.590000,0.023710,0.013998
1784614284675,1,0.588000,0.020223,0.014438
1784614284708,1,0.590000,0.018338,0.015467
1784614284742,1,0.589000,0.017331,0.016418
1784614284775,1,0.589000,0.020257,0.016418
1784614284809,1,0.588000,0.022656,0.015902
1784614284843,1,0.588000,0.024604,0.016878
1784614284875,1,0.587000,0.026991,0.016363
1784614284910,1,0.586000,0.028401,0.015848
1784614284943,1,0.587000,0.030393,0.016850
1784614284977,1,0.587000,0.030393,0.016850
1784614285009,1,0.586000,0.031312,0.015848
1784614285043,1,0.587000,0.031365,0.015875
1784614285079,1,0.589000,0.030984,0.016418
1784614285111,1,0.587000,0.029421,0.015875
1784614285145,1,0.589000,0.027571,0.015929
1784614285178,1,0.591000,0.026686,0.014022
1784614285213,1,0.592000,0.024771,0.011097
1784614285245,1,0.595000,0.023419,0.008685
1784614285278,1,0.596000,0.024445,0.007710
1784614285312,1,0.595000,0.025882,0.004240
1784614285347,1,0.596000,0.027899,0.003258
1784614285380,1,0.600000,0.029576,0.005770
1784614285413,1,0.599000,0.032006,0.006257
1784614285447,1,0.601000,0.031118,0.007276
